Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Date,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
N8CTPXQ4,journalArticle,2025,"He, G.; Lei, M.; Han, L.; Shan, P.; Chen, R.",Energy-efficient smart grid operations through dynamic digital twin models and deep learning,Sustainable Computing: Informatics and Systems,,22105379 (ISSN),10.1016/j.suscom.2025.101200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015950040&doi=10.1016%2Fj.suscom.2025.101200&partnerID=40&md5=e43a530f56b14159543b8d9b3bfb437e,2025,,,48,,Sustainable Computing: Informatics and Systems,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Inc.,,,#done; Graph neural networks; Graph neural network; Smart grid; Deep learning; Graph theory; Graphic methods; Learning systems; Smart power grids; Electric power transmission networks; Voltage control; Voltage regulators; Digital twin; Dynamic models; Energy efficiency; Energy management; Grid operation; Dynamic modeling; Dynamics models; MATLAB; Advanced Dynamics; Energy dissipation; Energy efficient; Grid distributions; Smart grid distribution; Voltage profile; Voltage regulation and efficiency; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFIMZYNQ,journalArticle,2025,"Hasman, N.A.; Mustafa, N.B.A.; Chik, M.N.",Large-Scale Solar Energy Generation Forecasting using Graph Neural Network,Jurnal Kejuruteraan,,22897526 (ISSN); 01280198 (ISSN),10.17576/jkukm-2025-37(6)-34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018310557&doi=10.17576%2Fjkukm-2025-37%286%29-34&partnerID=40&md5=e3a1a187ce681d5b4e1ab5383e7380e3,2025,,6,37,,J. Kejurut.,,,,,,,,English,,,Scopus,,,,Publisher: National University of Malaysia,,,#done; graph neural network; Deep learning; solar energy; large-scale solar plant; solar energy generation forecasting; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9HGBVAWP,journalArticle,2025,"Zhou, H.; Ai, Q.; Li, R.",Short-Term Multi-Energy Load Forecasting Method Based on Transformer Spatio-Temporal Graph Neural Network,Energies,,19961073 (ISSN),10.3390/en18174466,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015800355&doi=10.3390%2Fen18174466&partnerID=40&md5=335238907c7c8409a2d6e26c03dcc923,2025,,17,18,,Energies,,,,,,,,English,,,Scopus,,,,Publisher: Multidisciplinary Digital Publishing Institute (MDPI),,,#done; Graph neural networks; graph neural network; Deep learning; Load forecasting; Multi energy; multi-energy load forecasting; Multi-energy load forecasting; Electric power plant loads; Transformer; Topology; transformer; Deep neural networks; deep learning; Spatio-temporal graphs; Electric load forecasting; Integrated energy systems; Forecasting methods; integrated energy systems; Long-term dependencies; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UQF65H72,journalArticle,2025,"Mekkaoui, D.E.; Midoun, M.A.; Smaili, A.; Feng, B.; Talhaoui, M.Z.; Shen, Y.",Probabilistic Dual-Adaptive Spatio-Temporal Graph Convolutional Networks for forecasting energy consumption dynamics of electric vehicle charging stations,Computers and Electrical Engineering,,00457906 (ISSN),10.1016/j.compeleceng.2024.109976,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211569050&doi=10.1016%2Fj.compeleceng.2024.109976&partnerID=40&md5=36c7f6da751a4a40ad109b34c0f7808b,2025,,,122,,Comput Electr Eng,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Convolutional networks; Load forecasting; Energy-consumption; Spatio-temporal graphs; Electric vehicles; Probabilistics; Energy; Adaptive learning; Energy load forecasting; Probabilistic approach; Probabilistics approach; Spatio-temporal analysis; Spatiotemporal analysis; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2JEU4LG,journalArticle,2025,"Yang, M.; Jiang, R.; Wang, B.; Fang, G.; Jia, Y.; Fan, F.",Multi-channel attention mechanism graph convolutional network considering cumulative effect and temporal causality for day-ahead wind power prediction,Energy,,03605442 (ISSN); 18736785 (ISSN); 0080319424 (ISBN); 0080328016 (ISBN); 0080340016 (ISBN); 0080311202 (ISBN); 0080305326 (ISBN); 0080316549 (ISBN); 008032780X (ISBN); 9780080327808 (ISBN),10.1016/j.energy.2025.137023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007982232&doi=10.1016%2Fj.energy.2025.137023&partnerID=40&md5=dc920ead50366fe494424e7766c0c9ab,2025,,,332,,Energy,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Convolutional networks; Graph convolutional network; Attention mechanisms; prediction; wind farm; Wind forecasting; wind power; Convolution; Power predictions; Wind power; Weather forecasting; Electric power system interconnection; Electric utilities; Adjacency matrix; artificial neural network; China; correlation; power generation; Matrix algebra; Wind farm clusters; Wind farm cluster; Multi channel; Cumulative effect; Cumulative effects; error analysis; Error characteristics; Multi-channel attention mechanism; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83EJX582,journalArticle,2025,"Wu, Y.; Zang, Z.; Zou, X.; Luo, W.; Bai, N.; Xiang, Y.; Li, W.; Dong, W.",Graph attention and Kolmogorov–Arnold network based smart grids intrusion detection,Scientific Reports,,20452322 (ISSN),10.1038/s41598-025-88054-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000061794&doi=10.1038%2Fs41598-025-88054-9&partnerID=40&md5=cd38321a44884c07a086b4a5aaab5c7e,2025,,1,15,,Sci. Rep.,,,,,,,,English,,,Scopus,,,,Publisher: Nature Research,,,#done; graph neural network; intrusion detection system; support vector machine; article; human; Graph attention network; controlled study; Power system security; attention network; cyberattack; Grid intrusion detection; information technology device; Kolmogorov–Arnold network; Mississippi; #cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF9L55YS,journalArticle,2025,"Qu, D.; Ma, Y.",MaGNet-BN: Markov-Guided Bayesian Neural Networks for Calibrated Long-Horizon Sequence Forecasting and Community Tracking,Mathematics,,22277390 (ISSN),10.3390/math13172740,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015533391&doi=10.3390%2Fmath13172740&partnerID=40&md5=59643f0582e8235d092acb7ee8ced79b,2025,,17,13,,Mathematics,,,,,,,,English,,,Scopus,,,,Publisher: Multidisciplinary Digital Publishing Institute (MDPI),,,#done; reinforcement learning; Bayesian graph neural networks; dynamic community detection; Markov modeling; temporal graph forecasting; uncertainty calibration; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3FA7BNA,journalArticle,2025,"Yuan, C.; Lin, X.; Zhong, W.",Physics-embedded graph learning unlocks integrated energy system modeling,Energy and AI,,26665468 (ISSN),10.1016/j.egyai.2025.100597,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014012219&doi=10.1016%2Fj.egyai.2025.100597&partnerID=40&md5=37083e58b29da9863738037a518161a6,2025,,,21,,Energy. AI.,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier B.V.,,,#done; Graph neural networks; Graph neural network; Neural-networks; Multi energy; Graph theory; Differential equations; Energy systems; Dynamic models; Integrated energy systems; Integrated energy system; Dynamic characteristic; Dynamics characteristic; Energy flow; Energy transfer; Energy-system models; Flow dynamics; Fluid dynamics; Fluid mechanics; Interpretable AI; #grid-analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAJWQBCV,journalArticle,2025,"Li, Y.; CHEN, G.; Zhou, X.",A Multiscale Time-Aware Graph Mamba Neural Network-Based Method for Multienergy System Consumption Quantiles Forecasting,IEEE Systems Journal,,19379234 (ISSN); 19328184 (ISSN),10.1109/JSYST.2025.3579269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010706990&doi=10.1109%2FJSYST.2025.3579269&partnerID=40&md5=78081a92e015750dd66c8f2faa35b15b,2025,,3,19,,IEEE Syst. J.,,,,,,,,English,,,Scopus,,,,Publisher: Institute of Electrical and Electronics Engineers Inc.,,,#done; Graph neural networks; Graph neural network; Neural-networks; Forecasting; Time series; Graph theory; Electric power utilization; Times series; Uncertainty analysis; integrated energy system; Integrated energy systems; Graph neural networks (GNNs); mamba; Mamba; Multi-energy systems; multienergy system consumption forecasting; Multienergy system consumption forecasting; multiscale time-series; Multiscale time-series; Network-based modeling; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTYPZSAE,journalArticle,2025,"Shi, Z.; Chen, S.; Meng, Y.",MLATD: Photovoltaic power prediction method based on multi-level attention and temporal decoupling,Journal of Renewable and Sustainable Energy,,19417012 (ISSN),10.1063/5.0282105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019278334&doi=10.1063%2F5.0282105&partnerID=40&md5=67d2aa540b99546b14b9e9fd40f264b7,2025,,5,17,,J. Renewable Sustainable Energy,,,,,,,,English,,,Scopus,,,,Publisher: American Institute of Physics,,,#done; Power; Forecasting; Power predictions; Multilevels; Prediction methods; Backpropagation; Photovoltaic power; Photovoltaics; Power forecasting; Mean square error; Photovoltaic energy; Spatial correlations; Geographical distribution; Photovoltaics generations; Temporal decoupling; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVWX453G,journalArticle,2025,"Chen, P.; Li, H.; Zhang, B.; Xue, N.; Yin, H.; Cao, Y.",Interpretable localization of false data injection attacks in smart grids: a multi-head graph convolutional attention network approach,Journal of Supercomputing,,15730484 (ISSN); 09208542 (ISSN),10.1007/s11227-025-07889-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018040663&doi=10.1007%2Fs11227-025-07889-1&partnerID=40&md5=e841547d06f4b62389580aa4e4a83c52,2025,,15,81,,J Supercomput,,,,,,,,English,,,Scopus,,,,Publisher: Springer,,,#done; Smart grid; Deep learning; Network security; Attention mechanisms; Interpretability; Convolution; False data injection attacks; Smart power grids; Localisation; Cyber security; Decision making; Spatial dependencies; Behavioral research; Attack localization; Interpretable deep learning; Multi-head graph attention mechanism; #cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF2PJA6K,journalArticle,2025,"Feng, H.; Wang, Y.; Wang, Q.",Energy efficiency management and optimization strategies for power grid enterprises based on deep learning,Journal of Renewable and Sustainable Energy,,19417012 (ISSN),10.1063/5.0251054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020675940&doi=10.1063%2F5.0251054&partnerID=40&md5=b670ab096bdb974d0287e7ee8c9bb03e,2025,,6,17,,J. Renewable Sustainable Energy,,,,,,,,English,,,Scopus,,,,Publisher: American Institute of Physics,,,#done; Power grids; Deep learning; Deep reinforcement learning; Electric power transmission networks; Complex networks; Optimization; Energy; Cost effectiveness; Energy efficiency; Energy management; Optimization strategy; Power grid operators; Resource allocation; Balancing; Dispersed energy source; Efficiency managements; Efficiency optimization; Energy optimization; Grid enterprise; Management strategies; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9WGJXYXF,journalArticle,2025,"Romero, R.M.; Zelinskaya, M.; Makhmudov, S.; Sapaev, S.; Jabbarov, J.U.",Modelling and Optimal Utilisation of the Renewable Energy Systems in Microgrid with Improving Reliability and Energy Efficiency,Operations Research Forum,,26622556 (ISSN),10.1007/s43069-025-00494-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010482228&doi=10.1007%2Fs43069-025-00494-1&partnerID=40&md5=696f3725598b38a7919f0af2509f4542,2025,,3,6,,SN Oper. Res. Forum,,,,,,,,English,,,Scopus,,,,Publisher: Springer International Publishing,,,#done; Reliability; Microgrid; Energy efficiency; Energy storage systems; Hybrid strategy; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD5WQA9R,journalArticle,2025,"Radhika, A.; Kumar, K.V.; Prakash, A.; Thenmozhi, G.",Advanced energy management for a Quasi-Z-Source Inverter-based photovoltaic power plant with battery storage using a hybrid LEO-QCGNN approach,Journal of Energy Storage,,2352152X (ISSN),10.1016/j.est.2025.117880,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012141109&doi=10.1016%2Fj.est.2025.117880&partnerID=40&md5=7d1080e0eec0307ef12ab7cf1280b3b6,2025,,,132,,J. Energy Storage,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Graph neural networks; Renewable energy; Optimisations; Photovoltaic power; Photovoltaics; Electric inverters; Computational efficiency; Mean square error; Energy management systems; Energy; Energy management; Complete graphs; Battery storage; Total harmonic distortions; MATLAB; Data storage equipment; Battery management systems; Electric losses; Lotus effect; Lotus effect optimization; Lotus Effect Optimization; Photovoltaic effects; Power loss reduction; Quantum complete graph neural network; Quantum Complete Graph Neural Network; Quasi-Z-source inverter; Quasi-Z-Source Inverter; Secondary batteries; Total harmonic distortion; Z-source inverter; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEFVUQKM,journalArticle,2025,"Keçeci, C.; Atat, R.; Ismail, M.; Davis, K.R.; Serpedin, E.",Distributed detection and mitigation of FDIAs in smart grids via federated learning,International Journal of Electrical Power and Energy Systems,,01420615 (ISSN),10.1016/j.ijepes.2025.111126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016874441&doi=10.1016%2Fj.ijepes.2025.111126&partnerID=40&md5=c08589956f9fcfeaad4eae01577f6a6f,2025,,,172,,Int J Electr Power Energy Syst,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Power grids; Graph neural networks; Smart grid; Cyber-attacks; False data injection attacks; Learning systems; Smart power grids; Machine learning; Cyber security; Cybersecurity; Electric power transmission networks; Electric power transmission; Power load; Smart grids; Data communication systems; Federated learning; Electric power system measurement; Sensitive data; Data control; Distributed detection; Load profiles; #cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBZGEFTG,journalArticle,2025,"Liu, D.; Zhu, J.; Wen, M.; Liu, J.; Chen, H.",Integrated multi-energy load prediction system with multi-scale temporal channel features fusion,Measurement: Journal of the International Measurement Confederation,,02632241 (ISSN),10.1016/j.measurement.2025.117559,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003372928&doi=10.1016%2Fj.measurement.2025.117559&partnerID=40&md5=b3b03b0b8d7e2275d81a0b9413366812,2025,,,253,,Meas J Int Meas Confed,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier B.V.,,,#done; Multi energy; Multi-scales; Integrated energy systems; Load predictions; Integrated energy system; Features fusions; Multi-energy load prediction; Residual decomposition; Sparse graph learning; Sparse graphs; Temporal channel feature fusion; Temporal channel features fusion; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENBARYIL,journalArticle,2025,"Wang, X.; Li, Y.; Luo, X.; Guan, X.",Dual-attention-based spatio-temporal detection model against false data injection attacks in smart grids,International Journal of Electrical Power and Energy Systems,,01420615 (ISSN),10.1016/j.ijepes.2025.111156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016462807&doi=10.1016%2Fj.ijepes.2025.111156&partnerID=40&md5=c4520ea9f0b75286f733fd2d05ab6253,2025,,,172,,Int J Electr Power Energy Syst,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Convolutional neural networks; Graph neural networks; Convolutional networks; Network topology; Graph neural network; Smart grid; Network security; Spatio-temporal; Attention mechanisms; Convolution; Spatial temporals; False data injection attacks; Smart power grids; Electric power transmission networks; Smart grids; Computational efficiency; Spatio-temporal data; Temporal convolutional network; Electric power system measurement; Grid data; Grid computing; Dual-attention mechanism; #cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMPJ9M5P,conferencePaper,2025,"Kaal, T.; Rafiee, A.",Deep Reinforcement Learning-Graph Neural Networks-Dynamic Clustering triplet for Adaptive Multi Energy Microgrid optimization,ISPRS Ann. Photogramm. Remote Sens. Spat. Inf. Sci.,21949050 (ISSN); 21949042 (ISSN),,10.5194/isprs-annals-X-G-2025-427-2025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013211101&doi=10.5194%2Fisprs-annals-X-G-2025-427-2025&partnerID=40&md5=b11875bf2aeaaccd51637a6d316595c8,2025,,,10,,,,,,,,Copernicus Publications,,English,,,Scopus,,,,Issue: G-2025 Journal Abbreviation: ISPRS Ann. Photogramm. Remote Sens. Spat. Inf. Sci.,,,#done; Graph neural networks; Network topology; Graph Neural Network; Deep learning; Deep reinforcement learning; Reinforcement learnings; Renewable energy; Optimisations; Graph structures; Dynamics; Microgrids; Renewable energy source; Electric power transmission; Microgrid; Energy; Energy systems; Energy efficiency; Natural resources; Distributed computer systems; Centralised; Data storage equipment; Deep Reinforcement Learning; Dynamic clustering; Dynamic Clustering; Learning graphs; Renewable Energy Sources; #optimization-control,,"Al Mansoori, S.; Kaur, N.; Haneef, M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,,,,,,,,,,,,,
GE7B2X3I,journalArticle,2025,"Vasudevan, D.; Govindasamy, V.; Mohamedyaseen, M.; Vijayakumar, V.",Enhancing grid stability through CLOA-HMPGNN-based electric vehicle charging system,Electrical Engineering,,09487921 (ISSN); 14320487 (ISSN),10.1007/s00202-025-03213-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016542510&doi=10.1007%2Fs00202-025-03213-5&partnerID=40&md5=7e8f4ce4a939472154b5a4ac651505a1,2025,,10,107,,Electr Eng,,,,,,,,English,,,Scopus,,,,Publisher: Springer Science and Business Media Deutschland GmbH,,,#done; Graph neural networks; Power; Electric power distribution; Electric power transmission networks; Electric power system stability; Charging (batteries); Charging station; Electric vehicle; Electric vehicles; Vehicle-to-grid; Message-passing; Battery; Voltage fluctuations; Charging stations; Optimization algorithms; MATLAB; Electric load distribution; Charging power; Converter; Grid; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBH2MMY,conferencePaper,2025,"Dong, J.; Han, X.; Zhang, Z.",Short-term Multi Load Forecasting of Integrated Energy System Based on AGCRN,"IEEE Int. Conf. Electron. Technol., Commun. Inf., ICETCI",9798331533724 (ISBN),,10.1109/ICETCI64844.2025.11084024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013070974&doi=10.1109%2FICETCI64844.2025.11084024&partnerID=40&md5=999afcb1d46038b9b469d8f28927e239,2025,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: IEEE Int. Conf. Electron. Technol., Commun. Inf., ICETCI",,,#done; Convolutional networks; Load forecasting; Multi energy; Convolution; Gated recurrent unit; Electric power plant loads; Graph theory; Electric load forecasting; Dynamics; Load forecasting model; integrated energy system; Integrated energy systems; gated recurrent unit; Dynamics coupling; adaptive graph convolutional network; Adaptive graph convolutional network; Recurrent networks; short-term multi load forecasting; Short-term multi load forecasting; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEAZH7VC,journalArticle,2025,"Pourmoradi, N.; Ameli, M.T.; Azad, S.",A multitask active transfer learning-based load shedding using a hybrid graph convolutional network–transformer model for transient stability control in power systems with missing data and unseen faults,Results in Engineering,,25901230 (ISSN),10.1016/j.rineng.2025.106952,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014746027&doi=10.1016%2Fj.rineng.2025.106952&partnerID=40&md5=53f301e05b1e7a76b657862170c053d7,2025,,,27,,Result. Eng.,,,,,,,,English,,,Scopus,,,,0 citations (Semantic Scholar/DOI) [2025-11-26] Publisher: Elsevier B.V.,,,#done; Convolutional neural networks; Convolutional networks; Graph convolutional network; Deep learning; Convolution; Learning systems; Multitask learning; Electric power system control; Electric power system stability; Emergency load shedding; Learning algorithms; Load-shedding; Transients; Power control; Missing data; Control system stability; Labeled data; Data communication systems; Transfer learning; Multi-task learning; Transient stability; Electric transformer loads; Active learning; Active transfer learning; Adversarial networks; Conditional tabular generative adversarial network; Small data set; Small dataset; Unseen fault; #faults-reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9D8GBV3B,journalArticle,2025,"Wang, K.; Jiang, K.; Su, H.; Li, H.; Zhong, J.; Xiong, J.",Research on topology-aware power flow optimization and load forecasting model of smart grid based on AI,Microchemical Journal,,0026265X (ISSN),10.1016/j.microc.2025.115046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015056540&doi=10.1016%2Fj.microc.2025.115046&partnerID=40&md5=d123cf67fa52a8efe53f4acb7c693772,2025,,,218,,Microchem. J.,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Inc.,,,#done; Graph neural network; Smart grid; Load forecasting; Power flow optimization; Topology awareness; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDS5ETP8,journalArticle,2025,"Li, M.; Yang, M.; Yu, Y.",Short-term regional wind power forecast method based on hierarchical graph neural network and extreme value theory,Energy Conversion and Management,,01968904 (ISSN),10.1016/j.enconman.2025.120002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007148796&doi=10.1016%2Fj.enconman.2025.120002&partnerID=40&md5=e47a7c477589e26ff73a1a9561b878cc,2025,,,341,,Energy Convers. Manage.,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Graph neural networks; Graph neural network; Loss functions; Graph algorithms; Long short-term memory; Spatial-temporal correlation; Wind farm; Network theory (graphs); Mean square error; Energy management systems; Wind power forecast; Hierarchical systems; Windmill; Electrification; Hierarchical graphs; Extreme value theory; Forecast method; Forecasting performance; Sub-regions; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPPLEXFU,journalArticle,2025,"Senemmar, S.; Jacob, R.A.; Zhang, J.",Medium Voltage Direct Current Shipboard Power Network Reconfiguration Using Graph-Based Reinforcement Learning,Journal of Computing and Information Science in Engineering,,15309827 (ISSN),10.1115/1.4069035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012820483&doi=10.1115%2F1.4069035&partnerID=40&md5=b7677c0e59607fac9f8999319d1e170d,2025,,9,25,,J. Comput. Inf. Sci. Eng.,,,,,,,,English,,,Scopus,,,,Publisher: American Society of Mechanical Engineers (ASME),,,#done; Deep learning; Reinforcement learnings; Reinforcement learning; Graphic methods; Learning systems; Machine-learning; Resilience; reinforcement learning; Optimization; Markov processes; Direct-current; Electric power systems; artificial intelligence; Distributed computer systems; network reconfiguration; Networks reconfiguration; resilience; Electric ship equipment; Engineering applications; Machine learning for engineering application; machine learning for engineering applications; Medium voltage; medium-voltage direct current; Medium-voltage direct current; shipboard power system; Shipboard power system; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VP7EVUCA,journalArticle,2025,"Murugesan, A.; Durgadevi, K.; Contractor, D.; Rathod, Y.",Machine learning-driven intelligent voltage control in renewable energy grids,Electric Power Systems Research,,03787796 (ISSN),10.1016/j.epsr.2025.111869,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007517269&doi=10.1016%2Fj.epsr.2025.111869&partnerID=40&md5=96c2127eb7ac03435231b132cdd3ff21,2025,,,248,,Electr Power Syst Res,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Graph neural networks; Graph neural network; Smart grid; Deep learning; Deep reinforcement learning; Reinforcement learning; Smart power grids; Electric power system control; Real- time; Grid optimization; Smart grid optimization; Multi-agent reinforcement learning; Voltage stability controls; Renewable energy integrations; Wind power integration; Renewable energy integration; and Real-Time grid adaptation; And real-time grid adaptation; Graph neural networks (GNN); Grid adaptation; Multi-Agent reinforcement learning (MARL); Solar fuels; Time grid; Voltage stability control; Voltage stabilization; #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFZQ24YU,journalArticle,2025,"Hou, J.; Yan, Z.; Meng, Y.",A hybrid physics and data-driven framework for ultra-short-term wind power forecasting with spatiotemporal learning,Journal of Renewable and Sustainable Energy,,19417012 (ISSN),10.1063/5.0245781,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006734260&doi=10.1063%2F5.0245781&partnerID=40&md5=a48300789fee2ccd6291bd6c45e2ef52,2025,,3,17,,J. Renewable Sustainable Energy,,,,,,,,English,,,Scopus,,,,Publisher: American Institute of Physics,,,#done; Graph neural networks; Wind power generation; Wind power forecasting; Data driven; Forecasting accuracy; Forecasting models; Short-term wind power forecasting; Integrated energy systems; Stochastics; Hybrid power; Spatio-temporal learning; Hybrid model; #forecasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTKH8NHT,journalArticle,2025,"Dong, X.; Du, W.; Fu, Q.; Wang, H.",Domain-adversarial graph neural network for small-signal stability constrained optimal power flow in AC/DC renewable power systems,Electric Power Systems Research,,03787796 (ISSN),10.1016/j.epsr.2025.111775,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003817176&doi=10.1016%2Fj.epsr.2025.111775&partnerID=40&md5=84df558e19437a1f3ea3621e6f637043,2025,,,247,,Electr Power Syst Res,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,,,#done; Graph neural networks; Neural-networks; Network theory (graphs); Electric power transmission networks; Optimal power flows; Renewable energy source; Small signal stability; Small-signal stability; Optimal power flow; Lyapunov methods; Solar fuels; Domain-adversarial neural network; Edge-aggregated graph attention network; Edge-aggregated graph attention network (EGAT); Optimal power flow (OPF); Renewable energy sources (RESs); Renewable power systems; Small-signal stability (SSS); #optimization-control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J8CCA9GG,journalArticle,2025,"Kazim, M.; Pirim, H.; Le, C.; Le, T.; Yadav, O.P.",Multilayer GNN for predictive maintenance and clustering in power grids,iScience,,25890042 (ISSN),10.1016/j.isci.2025.113490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017694994&doi=10.1016%2Fj.isci.2025.113490&partnerID=40&md5=da0709dcc77ac388499d0a49a15143b3,2025,,10,28,,iScience,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Inc.,,,#done; Artificial intelligence; Electrical engineering; Applied sciences; #faults-reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
